"CURRENT_REFMET_NAME","refmet_name","metabolite_name","is_standard","assay","super_class","main_class","sub_class","formula","exactmass","pubchem_cid","kegg_id","inchi_key","lm_id","hmdb_id","chebi_id"
"CE 20:4","CE(20:4)_lp_a","CE(20:4)_M+NH3_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterol esters","Chol. esters","C47H76O2",672.5845,NA,"C02530",NA,NA,NA,NA
"CE 20:5","CE(20:5)","CE(20:5)_M+NH3_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterol esters","Chol. esters","C47H74O2",670.56888,NA,"C02530",NA,NA,NA,NA
"CE 22:6","CE(22:6)","CE(22:6)_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterol esters","Chol. esters","C49H76O2",696.58453,14274978,"C02530","VOEVEGPMRIYYKC-HNJOWPRISA-N","LMST01020019","HMDB06733",74102
"CE 22:6","CE(22:6)_lp_a","CE(22:6)_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterol esters","Chol. esters","C49H76O2",696.5845,14274978,"C02530","VOEVEGPMRIYYKC-HNJOWPRISA-N","LMST01020019","HMDB06733",74102
"CE 22:6","CE(22:6)_lp_b","CE(22:6)_M+NH3_feature2",0,"metab-u-lrppos","Sterol Lipids","Sterol esters","Chol. esters","C49H76O2",696.5845,14274978,"C02530","VOEVEGPMRIYYKC-HNJOWPRISA-N","LMST01020019","HMDB06733",74102
"Cer 18:0;O2/16:0","Cer(d18:0/16:0)","Cer(d34:0)>Cer(d18:0/16:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","DHCer","C34H69NO3",539.527744,5283572,"C12126","GCGTXOVNNFGTPQ-JHOUSYSJSA-N","LMSP02020001","HMDB0011760",67042
"Cer 18:0;O2/22:0","Cer(d18:0/22:0)","Cer(d40:0)>Cer(d18:0/22:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","DHCer","C40H81NO3",623.621644,5283575,"C12126","SXPRAKSDHOEHIG-ZESVVUHVSA-N","LMSP02020010","HMDB0011765",67021
"Cer 18:0;O2/23:0","Cer(d18:0/23:0)","Cer(d41:0)>Cer(d18:0/23:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","DHCer","C41H83NO3",637.637294,53481049,"C12126","FTSDYFFYZJTACJ-IOLBBIBUSA-N","LMSP02020052","HMDB0011767",NA
"Cer 18:0;O2/24:0","Cer(d18:0/24:0)","Cer(d42:0)>Cer(d18:0/24:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","DHCer","C42H85NO3",651.652944,5283577,"C12126","BPLYVSYSBPLDOA-WVILEFPPSA-N","LMSP02020012","HMDB0011768",52961
"Cer 18:0;O2/24:1","Cer(d18:0/24:1)","C24:1 ceramide (d18:1)",0,"metab-u-hilicpos","Sphingolipids","Ceramides","DHCer","C42H83NO3",649.637294,5283576,"C12126","YUULKFVZRXQHPM-ATHUGRIKSA-N","LMSP02020011","HMDB0011769",74130
"Cer 18:0;O2/24:1","Cer(d18:0/24:1)_lp_a","Cer(d42:1)>Cer(d18:0/24:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","DHCer","C42H83NO3",649.6373,5283576,"C12126","YUULKFVZRXQHPM-ATHUGRIKSA-N","LMSP02020011","HMDB0011769",74130
"Cer 18:0;O3/24:1","Cer(t18:0/24:1)","Cer(t42:1)>Cer(t18:0/24:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","PhytoCer","C42H83NO4",665.6322,NA,"C12145",NA,NA,NA,NA
"Cer 18:1;O/16:1","Cer(m18:1/16:1)_lp_a","Cer(m34:2)>Cer(m18:1/16:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C34H65NO2",519.5015,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O/16:1","Cer(m18:1/16:1)_lp_b","Cer(m34:2)>Cer(m18:1/16:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C34H65NO2",519.5015,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/16:0","Cer(d18:1/16:0)","C16:0 Ceramide (d18:1)",0,"metab-u-hilicpos","Sphingolipids","Ceramides","Cer","C34H67NO3",537.512094,5283564,"C00195","YDNKGFDKKRUKPY-TURZORIXSA-N","LMSP02010004","HMDB0004949",72959
"Cer 18:1;O2/16:0","Cer(d18:1/16:0)","Cer(d34:1)>Cer(d18:1/16:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C34H67NO3",537.512094,5283564,"C00195","YDNKGFDKKRUKPY-TURZORIXSA-N","LMSP02010004","HMDB0004949",72959
"Cer 18:1;O2/18:0","Cer(d18:1/18:0)","Cer(d36:1)_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C36H71NO3",565.543394,5283565,"C00195","VODZWWMEJITOND-NXCSZAMKSA-N","LMSP02010006","HMDB0004950",72961
"Cer 18:1;O2/18:0","Cer(d18:1/18:0)","Cer(d36:1)>Cer(d18:1/18:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C36H71NO3",565.543394,5283565,"C00195","VODZWWMEJITOND-NXCSZAMKSA-N","LMSP02010006","HMDB0004950",72961
"Cer 18:1;O2/18:0","Cer(d18:1/18:0)","Cer(d36:1)>Cer(d18:1/18:0)_M-H2O_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C36H71NO3",565.543394,5283565,"C00195","VODZWWMEJITOND-NXCSZAMKSA-N","LMSP02010006","HMDB0004950",72961
"Cer 18:1;O2/18:0","Cer(d18:1/18:0)_lp_a","Cer(d36:1)>Cer(d18:1/18:0)_M-H2O_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C36H71NO3",565.5434,5283565,"C00195","VODZWWMEJITOND-NXCSZAMKSA-N","LMSP02010006","HMDB0004950",72961
"Cer 18:1;O2/21:0","Cer(d18:1/21:0)","Cer(d39:1)>Cer(d18:1/21:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C39H77NO3",607.590344,100942254,"C00195","FWXJRGLCUAXNLA-PQPBPFPMSA-N","LMSP02010121",NA,NA
"Cer 18:1;O2/22:0","Cer(d18:1/22:0)_lp_a","Cer(d40:1)>Cer(d18:1/22:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C40H79NO3",621.606,5283567,"C00195","KEPQASGDXIEOIL-GLQCRSEXSA-N","LMSP02010008","HMDB0004952",72966
"Cer 18:1;O2/22:0","Cer(d18:1/22:0)_lp_b","Cer(d40:1)>Cer(d18:1/22:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C40H79NO3",621.606,5283567,"C00195","KEPQASGDXIEOIL-GLQCRSEXSA-N","LMSP02010008","HMDB0004952",72966
"Cer 18:1;O2/22:1","Cer(d18:1/22:1)_lp_a","Cer(d40:2)>Cer(d18:1/22:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C40H77NO3",619.5903,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/23:0","Cer(d18:1/23:0)","Cer(d41:1)>Cer(d18:1/23:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C41H81NO3",635.621644,52931115,"C00195","NAJHAHQNQCNWOP-PUYNVXOJSA-N","LMSP02010021","HMDB0000950",84372
"Cer 18:1;O2/23:1","Cer(d18:1/23:1)_lp_a","Cer(d41:2)>Cer(d18:1/23:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C41H79NO3",633.606,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/24:0","Cer(d18:1/24:0)_ln_c","Cer(d42:1)_M+H2CO2_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,5283571,"C00195","ZJVVOYPTFQEGPH-AUTSUKAISA-N","LMSP02010012","HMDB0004956",72965
"Cer 18:1;O2/24:0","Cer(d18:1/24:0)_lp_a","Cer(d42:1)>Cer(d18:1/24:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,5283571,"C00195","ZJVVOYPTFQEGPH-AUTSUKAISA-N","LMSP02010012","HMDB0004956",72965
"Cer 18:1;O2/24:0","Cer(d18:1/24:0)_lp_b","Cer(d42:1)>Cer(d18:1/24:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,5283571,"C00195","ZJVVOYPTFQEGPH-AUTSUKAISA-N","LMSP02010012","HMDB0004956",72965
"Cer 18:1;O2/24:0","Cer(d18:1/24:0)_lp_c","Cer(d42:1)>Cer(d18:1/24:0)_feature3",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,5283571,"C00195","ZJVVOYPTFQEGPH-AUTSUKAISA-N","LMSP02010012","HMDB0004956",72965
"Cer 18:1;O2/24:1","Cer(d18:1/24:1)_lp_a","Cer(d42:2)>Cer(d18:1/24:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,5283568,"C00195","VJSBNBBOSZJDKB-KPEYJIHVSA-N","LMSP02010009","HMDB0004953",74450
"Cer 18:1;O2/24:1","Cer(d18:1/24:1)_lp_c","Cer(d42:2)>Cer(d18:1/24:1)_feature_3",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,5283568,"C00195","VJSBNBBOSZJDKB-KPEYJIHVSA-N","LMSP02010009","HMDB0004953",74450
"Cer 18:1;O2/24:1","Cer(d18:1/24:1)_lp_c","Cer(d42:2)>Cer(d18:1/24:1)_feature3",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,5283568,"C00195","VJSBNBBOSZJDKB-KPEYJIHVSA-N","LMSP02010009","HMDB0004953",74450
"Cer 18:1;O2/24:1;O","Cer(d18:1/24:1-OH)","Cer(d42:2-OH)>Cer(d18:1/24:1-OH) _feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H81NO4",663.6166,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/25:0","Cer(d18:1/25:0)_lp_a","Cer(d43:1)>Cer(d18:1/25:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C43H85NO3",663.6529,9547202,"C00195","QHPYSHVSWAOLHS-PVNBSDFKSA-N","LMSP02010013","HMDB0004957",134548
"Cer 18:1;O2/25:0","Cer(d18:1/25:0)_lp_ab","Cer(d43:1)>Cer(d18:1/25:0)_feature1and2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C43H85NO3",663.6529,9547202,"C00195","QHPYSHVSWAOLHS-PVNBSDFKSA-N","LMSP02010013","HMDB0004957",134548
"Cer 18:1;O2/25:0","Cer(d18:1/25:0)_lp_b","Cer(d43:1)>Cer(d18:1/25:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C43H85NO3",663.6529,9547202,"C00195","QHPYSHVSWAOLHS-PVNBSDFKSA-N","LMSP02010013","HMDB0004957",134548
"Cer 18:1;O2/25:1","Cer(d18:1/25:1)_lp_a","Cer(d43:2)>Cer(d18:1/25:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C43H83NO3",661.6373,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/25:1","Cer(d18:1/25:1)_lp_ab","Cer(d43:2)>Cer(d18:1/25:1)_feature1and2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C43H83NO3",661.6373,NA,"C00195",NA,NA,NA,NA
"Cer 18:1;O2/26:0","Cer(d18:1/26:0)","Cer(d44:1)>Cer(d18:1/26:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C44H87NO3",677.668594,5283570,"C00195","CJROVRTUSFQVMR-GVOPMEMSSA-N","LMSP02010011","HMDB0004955",72968
"Cer 18:1;O2/26:1","Cer(d18:1/26:1)_lp_a","Cer(d44:2)>Cer(d18:1/26:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C44H85NO3",675.6529,5283569,"C00195","RBWQERGGVBSKJY-BWFPRIDFSA-N","LMSP02010010","HMDB04954",84375
"Cer 18:1;O2/26:1","Cer(d18:1/26:1)_lp_a","Cer(d44:3)>Cer(d18:2/26:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C44H85NO3",675.6529,5283569,"C00195","RBWQERGGVBSKJY-BWFPRIDFSA-N","LMSP02010010","HMDB04954",84375
"Cer 18:1;O2/26:1","Cer(d18:1/26:1)_lp_b","Cer(d44:2)>Cer(d18:1/26:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C44H85NO3",675.6529,5283569,"C00195","RBWQERGGVBSKJY-BWFPRIDFSA-N","LMSP02010010","HMDB04954",84375
"Cer 18:1;O3/24:0*","Cer(t18:1/24:0)_lp_a","Cer(t42:1)>Cer(t18:0/24:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","0",0,NA,"C00195",NA,NA,NA,NA
"Cer 18:2;O2/18:0","Cer(d18:2/18:0)","Cer(d36:2)>Cer(d18:2/18:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C36H69NO3",563.527744,NA,"C00195",NA,NA,NA,NA
"Cer 18:2;O2/22:0","Cer(d18:2/22:0)_lp_b","Cer(d40:2)>Cer(d18:2/22:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C40H77NO3",619.5903,52931123,"C00195","HILTUFAERVOALR-MQXYEJFFSA-N","LMSP02010029",NA,134550
"Cer 18:2;O2/23:0","Cer(d18:2/23:0)_lp_b","Cer(d41:2)>Cer(d18:2/23:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C41H79NO3",633.606,52931124,"C00195","ZMECGTOWDUDJOX-YOFLLLADSA-N","LMSP02010030",NA,134552
"Cer 18:2;O2/24:0","Cer(d18:2/24:0)_lp_d","Cer(d42:2)>Cer(d18:2/24:0)_feature4",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 18:2;O2/26:1","Cer(d18:2/26:1)","Cer(d44:3)>Cer(d18:2/26:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C44H83NO3",673.637294,NA,"C00195",NA,NA,NA,NA
"Cer 34:1;O2","Cer(d34:1)","Cer(d34:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C34H67NO3",537.512094,NA,"C00195",NA,NA,NA,NA
"Cer 36:1;O2","Cer(d36:1)","Cer(d36:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C36H71NO3",565.543394,NA,"C00195",NA,NA,NA,NA
"Cer 36:2;O2","Cer(d36:2)","Cer(d36:2) M + HCO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C36H69NO3",563.527744,NA,"C00195",NA,NA,NA,NA
"Cer 36:2;O2","Cer(d36:2)","Cer(d36:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C36H69NO3",563.527744,NA,"C00195",NA,NA,NA,NA
"Cer 38:1;O2","Cer(d38:1)","Cer(d38:1)_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C38H75NO3",593.574694,NA,"C00195",NA,NA,NA,NA
"Cer 38:1;O2","Cer(d38:1)","Cer(d38:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C38H75NO3",593.574694,NA,"C00195",NA,NA,NA,NA
"Cer 40:1;O2","Cer(d40:1)_ln_a","Cer(d40:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C40H79NO3",621.606,NA,"C00195",NA,NA,NA,NA
"Cer 40:1;O2","Cer(d40:1)_ln_b","Cer(d40:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C40H79NO3",621.606,NA,"C00195",NA,NA,NA,NA
"Cer 40:2;O2","Cer(d40:2)_ln_a","Cer(d40:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C40H77NO3",619.5903,NA,"C00195",NA,NA,NA,NA
"Cer 40:2;O2","Cer(d40:2)_ln_b","Cer(d40:2)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C40H77NO3",619.5903,NA,"C00195",NA,NA,NA,NA
"Cer 40:2;O2","Cer(d40:2)_lp_b","Cer(d40:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C40H77NO3",619.5903,NA,"C00195",NA,NA,NA,NA
"Cer 41:1;O2","Cer(d41:1)","Cer(d41:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C41H81NO3",635.621644,NA,"C00195",NA,NA,NA,NA
"Cer 41:2;O2","Cer(d41:2)_ln_a","Cer(d41:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C41H79NO3",633.606,NA,"C00195",NA,NA,NA,NA
"Cer 41:2;O2","Cer(d41:2)_ln_b","Cer(d41:2)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C41H79NO3",633.606,NA,"C00195",NA,NA,NA,NA
"Cer 42:0;O2","Cer(d42:0)","Cer(d42:0)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","DHCer","C42H85NO3",651.652944,NA,"C12126",NA,NA,NA,NA
"Cer 42:0;O3","Cer(d42:0(OH))","Cer(d42:0-OH)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","PhytoCer","C42H85NO4",667.6479,NA,"C12145",NA,NA,NA,NA
"Cer 42:1;O2","Cer(d42:1)_ln_a","Cer(d42:1)_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,NA,"C00195",NA,NA,NA,NA
"Cer 42:1;O2","Cer(d42:1)_ln_a","Cer(d42:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,NA,"C00195",NA,NA,NA,NA
"Cer 42:1;O2","Cer(d42:1)_ln_b","Cer(d42:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,NA,"C00195",NA,NA,NA,NA
"Cer 42:1;O2","Cer(d42:1)_ln_c","Cer(d42:1)_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,NA,"C00195",NA,NA,NA,NA
"Cer 42:1;O2","Cer(d42:1)_ln_c","Cer(d42:1)_M+H2CO2_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H83NO3",649.6373,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_a","Cer(d42:2)_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_c","Cer(d42:2)_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_c","Cer(d42:2)_M+H2CO2_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_d","Cer(d42:2)_feature4",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_d","Cer(d42:2)_M+H2CO2_feature3",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:2;O2","Cer(d42:2)_ln_d","Cer(d42:2)_M+H2CO2_feature4",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C42H81NO3",647.6216,NA,"C00195",NA,NA,NA,NA
"Cer 42:3;O2","Cer(d42:3)_lp_a","Cer(d42:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H79NO3",645.606,NA,"C00195",NA,NA,NA,NA
"Cer 42:3;O2","Cer(d42:3)_lp_b","Cer(d42:3)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H79NO3",645.606,NA,"C00195",NA,NA,NA,NA
"Cer 42:3;O2","Cer(d42:3)_lp_b","Cer(d42:3)>Cer(d18:1/24:2)_and_Cer(d18:2/24:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Ceramides","Cer","C42H79NO3",645.606,NA,"C00195",NA,NA,NA,NA
"Cer 43:1;O2","Cer(d43:1)_ln_a","Cer(d43:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C43H85NO3",663.6529,NA,"C00195",NA,NA,NA,NA
"Cer 44:1;O2","Cer(d44:1)","Cer(d44:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C44H87NO3",677.668594,NA,"C00195",NA,NA,NA,NA
"Cer 44:2;O2","Cer(d44:2)_ln_b","Cer(d44:2)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Ceramides","Cer","C44H85NO3",675.6529,NA,"C00195",NA,NA,NA,NA
"Cerotic acid","Cerotic acid","FA(26:0)",0,"metab-u-rpneg","Fatty Acyls","Fatty acids","Saturated FA","C26H52O2",396.39673,10469,"C21931","XMHIUKTWLZUKEX-UHFFFAOYSA-N","LMFA01010026","HMDB0002356",31009
"Chenodeoxycholic acid","Chenodeoxycholic acid","chenodeoxycholate",0,"metab-u-rpneg","Sterol Lipids","Bile acids","C24 bile acids","C24H40O4",392.29266,10133,"C02528","RUDATBOHQWOJDD-BSWAIDMHSA-N","LMST04010032","HMDB0000518",16755
"Cholesterol","Cholesterol","cholesterol",0,"metab-u-rppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.354865,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","Cholesterol","cholesterol (-H2O)",0,"metab-u-rppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.354865,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","Cholesterol","cholesterol M - H2O_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.354865,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","Cholesterol","cholesterol_M - H2O_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.354865,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","Cholesterol","cholesterol_M-H2O_feature1",0,"metab-u-lrppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.354865,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","GTInternalStandard_cholesterol(d7)_[iSTD]","GTInternalStandard_cholesterol(d7)_M-H2O_feature1",1,"metab-u-lrppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.3549,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol","GTInternalStandard_cholesterol(d7)_[istd] M - H2O","GTInternalStandard_cholesterol(d7)_[istd] M - H2O",1,"metab-u-lrppos","Sterol Lipids","Sterols","Cholesterols","C27H46O",386.3549,5997,"C00187","HVYWMOMLDIMFJA-DPAQBDIFSA-N","LMST01010001","HMDB0000067",16113
"Cholesterol sulfate","Cholesterol sulfate","cholesterol sulfate",0,"metab-u-rpneg","Sterol Lipids","Steroid conjugates","Sulfate conjugates","C27H46O4S",466.311682,65076,"C18043","BHYOQNUELFTYRT-DPAQBDIFSA-N","LMST05020016","HMDB0000653",41321
"Cholesterol sulfate","Cholesterol sulfate","cholesterol sulfate_feature1",0,"metab-u-lrpneg","Sterol Lipids","Steroid conjugates","Sulfate conjugates","C27H46O4S",466.311682,65076,"C18043","BHYOQNUELFTYRT-DPAQBDIFSA-N","LMST05020016","HMDB0000653",41321
"Cholesterol sulfate","Cholesterol sulfate","Cholesterol sulfate_feature1",0,"metab-u-lrpneg","Sterol Lipids","Steroid conjugates","Sulfate conjugates","C27H46O4S",466.311682,65076,"C18043","BHYOQNUELFTYRT-DPAQBDIFSA-N","LMST05020016","HMDB0000653",41321
"Cholic acid","Cholic acid","cholate",0,"metab-u-rpneg","Sterol Lipids","Bile acids","C24 bile acids","C24H40O5",408.287575,221493,"C00695","BHQCQFFYRZLCQQ-OELDTZBJSA-N","LMST04010001","HMDB0000505",16359
"Choline","Choline","choline",0,"metab-u-hilicpos","Organic nitrogen compounds","Cholines","Cholines","C5H14NO",104.107539,305,"C00114","OEYIOHPDSNJKLS-UHFFFAOYSA-N",NA,"HMDB0000097",15354
"Choline","Choline","choline",0,"metab-u-rppos","Organic nitrogen compounds","Cholines","Cholines","C5H14NO",104.107539,305,"C00114","OEYIOHPDSNJKLS-UHFFFAOYSA-N",NA,"HMDB0000097",15354
"Choline phosphate","Choline phosphate","phosphocholine",0,"metab-u-hilicpos","Organic nitrogen compounds","Cholines","Cholines","C5H14NO4P",183.066047,135437,"C00588","YHHSONZFOIEMCP-UHFFFAOYSA-N",NA,NA,NA
"Cinnamoylglycine","Cinnamoylglycine","cinnamoylglycine",0,"metab-u-hilicpos","Organic acids","Amino acids and peptides","Amino acids","C11H11NO3",205.073894,709625,NA,"YAADMLWHGMUGQL-VOTSOKGWSA-N",NA,"HMDB0011621",613590
"cis-Aconitic acid","cis-Aconitic acid","cis-aconitate",0,"metab-u-rpneg","Organic acids","TCA acids","TCA acids","C6H6O6",174.01644,643757,"C00417","GTZCVFVGUGFEME-IWQZZHSRSA-N",NA,"HMDB0000072",32805
"Citramalic acid","Citramalic acid","citramalate",0,"metab-u-rpneg","Organic acids","Hydroxy acids","Beta hydroxy acids","C5H8O5",148.037175,441696,"C00815","XFTRTWQBIOMVPK-YFKPBYRVSA-N",NA,NA,29003
"Citric acid","Citric acid","citrate",0,"metab-u-rppos","Organic acids","TCA acids","TCA acids","C6H8O7",192.027005,311,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N",NA,"HMDB0000094",30769
"Citric acid","Citric acid","citrate",0,"metab-u-rpneg","Organic acids","TCA acids","TCA acids","C6H8O7",192.027005,311,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N",NA,"HMDB0000094",30769
"Citric acid","Citric acid","citrate",0,"metab-u-ionpneg","Organic acids","TCA acids","TCA acids","C6H8O7",192.027005,311,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N",NA,"HMDB0000094",30769
"Citric acid","citric acid-13C6 [iSTD]","citric acid-13C6",1,"metab-u-rpneg","Organic acids","TCA acids","TCA acids","C6H8O7",192.027,311,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N",NA,"HMDB0000094",30769
